station_name,venue_name,venue_address,venue_distance,venue_latitude,venue_longitude
Mozart - Jasmin,Le Polo,109 avenue Mozart,202,N/A,N/A
Mozart - Jasmin,Place Rodin,place Rodin,196,N/A,N/A
Mozart - Jasmin,Le Brandevin,29 rue du Docteur Blanche,242,N/A,N/A
Mozart - Jasmin,Hugo Desnoyer,"28 rue du Docteur Blanche, 16e",277,N/A,N/A
Hippodrome de Longchamp,La Grande Cascade,1 allée de Longchamp,110,N/A,N/A
Hippodrome de Longchamp,L'Auberge du Bonheur,47 boulevard de la Muette,223,N/A,N/A
Hippodrome de Longchamp,La Clairière,1 Carr de Longchamp,184,N/A,N/A
Hippodrome de Longchamp,Circuit Cycliste de Longchamps,route des Tribunes,258,N/A,N/A
Hippodrome de Longchamp,Étang de Longchamp,N/A,198,N/A,N/A
Théophile Gautier - François Millet,Bistrot 31,31 avenue Théophile Gautier avenue Perrichont,64,N/A,N/A
Théophile Gautier - François Millet,Shabestan,38 avenue de Versailles,222,N/A,N/A
Théophile Gautier - François Millet,Comice,31 avenue de Versailles,242,N/A,N/A
Théophile Gautier - François Millet,San Francisco,1 rue Mirabeau,366,N/A,N/A
Théophile Gautier - François Millet,Il Farniente,44 rue des Perchamps,353,N/A,N/A
Porte de Clignancourt - Ney,Marché aux puces de Clignancourt,avenue de la Porte de Clignancourt,173,N/A,N/A
Porte de Clignancourt - Ney,La Recyclerie,"83 boulevard Ornano, 18e",229,N/A,N/A
Porte de Clignancourt - Ney,Jardins partagés du ruisseau,110 Bis rue du Ruisseau,249,N/A,N/A
Porte de Clignancourt - Ney,O'maki Paris,65 rue Letort,272,N/A,N/A
Porte de Clignancourt - Ney,Marché Vernaison,99 rue des Rosiers,307,N/A,N/A
Plantes - Moulin Vert,Le Petit Baigneur,10 rue de la Sablière,198,N/A,N/A
Plantes - Moulin Vert,Burger King,78-80 avenue du Général Leclerc,337,N/A,N/A
Plantes - Moulin Vert,La Fabrica,81 rue d'Alésia,425,N/A,N/A
Plantes - Moulin Vert,Aux Plumes,45 rue Boulard,414,N/A,N/A
Plantes - Moulin Vert,Les Rouquins,146 rue du Château,459,N/A,N/A
Porte de Clichy - Place des Nations Unies,Churrasqueira Do Povo,7 rue Curton,306,N/A,N/A
Porte de Clichy - Place des Nations Unies,Ateliers Berthier,"1 rue André Suarès, 17e",330,N/A,N/A
Porte de Clichy - Place des Nations Unies,Burger King,187 avenue de Clichy,368,N/A,N/A
Porte de Clichy - Place des Nations Unies,Creperie le Galichon,46-66 rue Henri Barbusse,498,N/A,N/A
Porte de Clichy - Place des Nations Unies,Nolita Caffe,29 rue Henri Barbusse,581,N/A,N/A
Champ de Mars - Cler,Glaces Amorino,42 rue Cler,44,N/A,N/A
Champ de Mars - Cler,François Pralus,44 rue Cler,53,N/A,N/A
Champ de Mars - Cler,Le Petit Cler,29 rue Clerc,98,N/A,N/A
Champ de Mars - Cler,Auberge Bressane,"16 16, avenue de la Motte Picquet",158,N/A,N/A
Champ de Mars - Cler,Kozy,79 avenue Bosquet,179,N/A,N/A
Vaneau - Sèvres,Le Petit Lutetia,107 rue de Sèvres,27,N/A,N/A
Vaneau - Sèvres,Fromagerie Quatrehomme,62 rue de Sèvres,80,N/A,N/A
Vaneau - Sèvres,Jardin Catherine Labouré,29 rue de Babylone,270,N/A,N/A
Vaneau - Sèvres,The Crying Tiger,72 rue du Cherche-Midi,260,N/A,N/A
Vaneau - Sèvres,La Grande Epicerie Paris,38 rue de Sèvres,299,N/A,N/A
Marcelle - Thalie,Barolo,"3 rue Jean Moulin, Bât A",449,N/A,N/A
Marcelle - Thalie,Le Triton,"11 bis, rue du Coq Français",557,N/A,N/A
Marcelle - Thalie,Gallia 1890,35 rue Méhul,649,N/A,N/A
Marcelle - Thalie,Bibliothèque André Malraux,35 place Charles de Gaulle,372,N/A,N/A
Marcelle - Thalie,Le Chat Blanc,60 boulevard de la Liberté,682,N/A,N/A
Danielle Casanova - Place Vendôme,Charvet Place Vendome S.A. (Place Vendôme),28 place Vendôme,84,N/A,N/A
Danielle Casanova - Place Vendôme,Bar Vendôme,15 place Vendôme,150,N/A,N/A
Danielle Casanova - Place Vendôme,La Cure Gourmande,49 avenue de l'Opéra,219,N/A,N/A
Danielle Casanova - Place Vendôme,L'Olympia,"28 boulevard des Capucines, 9e",267,N/A,N/A
Danielle Casanova - Place Vendôme,Chanel,29 rue Cambon,281,N/A,N/A
Westermeyer - Paul Vaillant-Couturier,UrbanSoccer,14 rue Jules Vanzuppe,243,N/A,N/A
Westermeyer - Paul Vaillant-Couturier,Mak Boucane,11 place Bobillot,450,N/A,N/A
Westermeyer - Paul Vaillant-Couturier,Germitec,3 allée de la Seine,276,N/A,N/A
Westermeyer - Paul Vaillant-Couturier,Pedra Alta,64 rue Marcel Cachin,696,N/A,N/A
Westermeyer - Paul Vaillant-Couturier,Laser Game Evolution Charenton,56 bis quai des Carrières,722,N/A,N/A
Boyer - Ménilmontant,La Maroquinerie,"23 rue Boyer, 20e",41,N/A,N/A
Boyer - Ménilmontant,Le 88 Ménilmontant,88 rue de Ménilmontant,29,N/A,N/A
Boyer - Ménilmontant,La Bellevilloise,19-21 rue Boyer,72,N/A,N/A
Boyer - Ménilmontant,Le Mezze du Chef,80 rue de Ménilmontant,89,N/A,N/A
Boyer - Ménilmontant,Ciao Gnari Enoteca Italiana,333 rue des Pyrénées,253,N/A,N/A
Argenteuil - Voltaire,KG Renovation,191 boulevard Voltaire,26,N/A,N/A
Argenteuil - Voltaire,Air store,192 rue des Bourguignons,78,N/A,N/A
Argenteuil - Voltaire,Franprix Asnières Bourguignons,180 boulevard Voltaire,156,N/A,N/A
Argenteuil - Voltaire,Franprix,180 boulevard Voltaire,129,N/A,N/A
Argenteuil - Voltaire,O'Select,173 Bis boulevard Voltaire Asnieres,152,N/A,N/A
Place de la Bastille - Bourdon,Place de la Bastille,2 bis place de la Bastille,113,N/A,N/A
Place de la Bastille - Bourdon,Opéra Bastille,120 rue de Lyon,159,N/A,N/A
Place de la Bastille - Bourdon,Maria Loca,31 boulevard Henri IV,195,N/A,N/A
Place de la Bastille - Bourdon,Santa Carne,24 rue des Tournelles,288,N/A,N/A
Place de la Bastille - Bourdon,Sherry Butt,"20 rue Beautreillis, Paris",308,N/A,N/A
Dunkerque - Trudaine,La Binouze,"72 rue de Rochechouart, 9e",63,N/A,N/A
Dunkerque - Trudaine,Elysée Montmartre,72 boulevard de Rochechouart 18th,205,N/A,N/A
Dunkerque - Trudaine,La Cure Gourmande,8 rue de Steinkerque,238,N/A,N/A
Dunkerque - Trudaine,Le Trianon,"80 boulevard de Rochechouart, 18e",245,N/A,N/A
Dunkerque - Trudaine,Mamiche,45 rue Condorcet,297,N/A,N/A
Hôtel de Ville de Chaville,Bodyminute,23 rue des Fontaines Marivel,76,N/A,N/A
Hôtel de Ville de Chaville,MJC de la Vallée,25 rue des Fontaines Marivel,78,N/A,N/A
Hôtel de Ville de Chaville,Mairie de Chaville,1456 avenue Roger Salengro,110,N/A,N/A
Hôtel de Ville de Chaville,Monoprix,1383 avenue Roger Salengro,165,N/A,N/A
Hôtel de Ville de Chaville,La Poste,3 rue Carnot,213,N/A,N/A
Commerce - Letellier,Les Frères Bretons,117 boulevard de Grenelle,200,N/A,N/A
Commerce - Letellier,Starbucks,66 avenue de la Motte-Picquet,203,N/A,N/A
Commerce - Letellier,La Véraison,"64 rue de la Croix Nivert, 15e",334,N/A,N/A
Commerce - Letellier,Neige d'été,12 rue de l'Amiral Roussin,340,N/A,N/A
Commerce - Letellier,O Coffeeshop,23 rue de Lourmel,419,N/A,N/A
Jean Bouin - Gouverneur Général Eboué,Le Zinc,"26 bis, rue Hoche",385,N/A,N/A
Jean Bouin - Gouverneur Général Eboué,La Passerelle,172 quai de Stalingrad,559,N/A,N/A
Jean Bouin - Gouverneur Général Eboué,Les Colonnes,"65 rue du Général Leclerc, Centre Ville",581,N/A,N/A
Jean Bouin - Gouverneur Général Eboué,Ile saint germain,170 quai de Stalingrad,626,N/A,N/A
Jean Bouin - Gouverneur Général Eboué,River Café,146 quai de la Bataille Stalingrad,620,N/A,N/A
Temple - Charlot,Bouillon République,39 Boulevard du Temple,55,N/A,N/A
Temple - Charlot,Dreamin' Man,140 rue Amelot,100,N/A,N/A
Temple - Charlot,Paperboy,"137 rue Amelot, 11e",150,N/A,N/A
Temple - Charlot,Le Barav,6 rue Charles-François Dupuis rue de la Corderie,166,N/A,N/A
Temple - Charlot,Starbucks Place de la République (Place de la République),2 place de la République,192,N/A,N/A
Emile Zola - Fondary,La Véraison,"64 rue de la Croix Nivert, 15e",267,N/A,N/A
Emile Zola - Fondary,Neige d'été,12 rue de l'Amiral Roussin,328,N/A,N/A
Emile Zola - Fondary,Square Place du Commerce,18 place du Commerce,299,N/A,N/A
Emile Zola - Fondary,Les Frères Bretons,117 boulevard de Grenelle,339,N/A,N/A
Emile Zola - Fondary,O Coffeeshop,23 rue de Lourmel,381,N/A,N/A
Paris - Désiré Préaux,La Cave Establissements Restaurant,45 rue de Paris,137,N/A,N/A
Paris - Désiré Préaux,Alimentari,6 place du Marché,157,N/A,N/A
Paris - Désiré Préaux,Place du Marché,place du Marché,128,N/A,N/A
Paris - Désiré Préaux,Stade Nautique Maurice Thorez,21 rue du Colonel Raynal,141,N/A,N/A
Paris - Désiré Préaux,Apsara,12 boulevard de Chanzy,246,N/A,N/A
Maison de Radio - France,Statue of Liberty (Statue de la Liberté),Pont de Grenelle,199,N/A,N/A
Maison de Radio - France,Comice,31 avenue de Versailles,238,N/A,N/A
Maison de Radio - France,A la Fontaine,12 rue de Boulainvilliers,219,N/A,N/A
Maison de Radio - France,Shabestan,38 avenue de Versailles,281,N/A,N/A
Maison de Radio - France,Sushi Gourmet,1 rue de l'Assomption,242,N/A,N/A
Taitbout - La Fayette,Galeries Lafayette,40 boulevard Haussmann,226,N/A,N/A
Taitbout - La Fayette,Galerie Lafayette Haussmann (Galeries Lafayette Haussmann),40 boulevard Haussmann,232,N/A,N/A
Taitbout - La Fayette,Palais Garnier (Opéra Garnier),8 rue Scribe,292,N/A,N/A
Taitbout - La Fayette,Juste,48 rue Laffitte,300,N/A,N/A
Taitbout - La Fayette,Place de l'Opéra,Place. de l'Opéra,355,N/A,N/A
Montparnasse -  Square Ozanam,Léon de Bruxelles,82 bis boulevard du Montparnasse,33,N/A,N/A
Montparnasse -  Square Ozanam,Les Grillades de Buenos Aires,54 rue du Montparnasse,156,N/A,N/A
Montparnasse -  Square Ozanam,La Crêperie Bretonne,56 rue du Montparnasse,168,N/A,N/A
Montparnasse -  Square Ozanam,Relais de l'Entrecote Montparnasse,"101 boulevard du 101, boulevard du Montparnasse",183,N/A,N/A
Montparnasse -  Square Ozanam,Crêperie Josselin,"67 rue du Montparnasse, 14e",196,N/A,N/A
Simon Bolivar - Henri Turot,Bistro les Frangins,19 avenue Mathurin Moreau,139,N/A,N/A
Simon Bolivar - Henri Turot,Butte Bergeyre,12 rue Rémy de Gourmont,234,N/A,N/A
Simon Bolivar - Henri Turot,Gumbo Yaya,3 rue Charles Robin,289,N/A,N/A
Simon Bolivar - Henri Turot,Le Pavillon Puebla,"Parc des Buttes Chaumont, avenue Darcel",388,N/A,N/A
Simon Bolivar - Henri Turot,Café de la Halle Secrétan,33 avenue Secrétan,410,N/A,N/A
Jean Macé - Faidherbe,La Belle Équipe,92 rue de Charonne,81,N/A,N/A
Jean Macé - Faidherbe,Septime,"80 rue de Charonne, 11e",151,N/A,N/A
Jean Macé - Faidherbe,Clamato,"80 rue de Charonne, Paris",158,N/A,N/A
Jean Macé - Faidherbe,Waly-Fay,6 rue Godefroy Cavaignac 11E,128,N/A,N/A
Jean Macé - Faidherbe,Le Chardenoux,"1 rue Jules Vallès, 11e",169,N/A,N/A
Santé - Arago,Cantinella,30 rue du Faubourg Saint-Jacques,320,N/A,N/A
Santé - Arago,L'Ourcine,"92 rue Broca, 13e",371,N/A,N/A
Santé - Arago,Restaurant Buddha,13 rue Saint-Hippolyte,413,N/A,N/A
Santé - Arago,R'Yves,17 boulevard Saint-Jacques,368,N/A,N/A
Santé - Arago,Académie de la Bière,"88 Bis, boulevard de Port Royal",486,N/A,N/A
Cours de l'Ile Seguin - Parc Billancourt,Les Domaines Qui Montent,76 avenue Pierre le Faucheux,85,N/A,N/A
Cours de l'Ile Seguin - Parc Billancourt,Café Renaud,58 quai Georges Gorse,172,N/A,N/A
Cours de l'Ile Seguin - Parc Billancourt,Parc de Billancourt,67 avenue Pierre-Lefaucheux,149,N/A,N/A
Cours de l'Ile Seguin - Parc Billancourt,Le Café de l'Industrie,46 avenue Pierre Lefaucheux 19 avenue Emile Zola,292,N/A,N/A
Cours de l'Ile Seguin - Parc Billancourt,New Rose Cocktail Bar,1 île Seguin,288,N/A,N/A
Crozatier - Faubourg Saint-Antoine,East Mamma,133 rue du Faubourg Saint-Antoine,111,N/A,N/A
Crozatier - Faubourg Saint-Antoine,Le Baron Rouge,1 rue Théophile Roussel,156,N/A,N/A
Crozatier - Faubourg Saint-Antoine,Blé Sucré,7 rue Antoine Vollon 75012,153,N/A,N/A
Crozatier - Faubourg Saint-Antoine,L'Ebauchoir,43-45 rue de Citeaux,179,N/A,N/A
Crozatier - Faubourg Saint-Antoine,Mel,8 rue Saint-Bernard,210,N/A,N/A
Hôtel de Ville de Sèvres,La Poste,44 Grande rue,141,N/A,N/A
Hôtel de Ville de Sèvres,Marché Saint-Romain,2 ter avenue de l’Europe,266,N/A,N/A
Hôtel de Ville de Sèvres,Franprix,4 rue Pierre Midrin,239,N/A,N/A
Hôtel de Ville de Sèvres,Villa Roma,99 Grande rue,400,N/A,N/A
Hôtel de Ville de Sèvres,Subway,2 Bis avenue de l'Europe,285,N/A,N/A
Place Amédée Gordini - Lefebvre,Le Un,1 rue Lefebvre,131,N/A,N/A
Place Amédée Gordini - Lefebvre,Le Coin d'Alexandre,86 rue Olivier de Serres,231,N/A,N/A
Place Amédée Gordini - Lefebvre,Le Bistrot d'Indochine,72-82 rue de Dantzig,322,N/A,N/A
Place Amédée Gordini - Lefebvre,Porte de Versailles,place de la Porte de Versailles,336,N/A,N/A
Place Amédée Gordini - Lefebvre,Creperie Mad'eo,14 rue de Cadix,387,N/A,N/A
Gare de l'Est - Place du 11 Novembre 1918,Starbucks,place du Onze Novembre 1918 Gare de l'Est,101,N/A,N/A
Gare de l'Est - Place du 11 Novembre 1918,Café A,148 rue du Faubourg Saint-Martin,162,N/A,N/A
Gare de l'Est - Place du 11 Novembre 1918,La Bahianaise,85 Bis boulevard de Magenta,195,N/A,N/A
Gare de l'Est - Place du 11 Novembre 1918,Le Dellys,5 rue des Deux Gares,226,N/A,N/A
Gare de l'Est - Place du 11 Novembre 1918,Marché Couvert Saint-Quentin,"85bis boulevard de Magenta, 10e",259,N/A,N/A
Square Victor Basch,Centre E.Leclerc (E. Leclerc Parapharmacie),130 boulevard Charles de Gaulle,71,N/A,N/A
Square Victor Basch,New Wok,73 boulevard Charles de Gaulle,488,N/A,N/A
Square Victor Basch,Mission Locale de Colombes,63 rue Gabriel Péri,231,N/A,N/A
Square Victor Basch,Carl Rock Cafe,160 rue de Chatou,292,N/A,N/A
Square Victor Basch,Half-Time,211 boulevard Charles de Gaulle,518,N/A,N/A
Place des Abbesses,Place des Abbesses,1 place des Abbesses,18,N/A,N/A
Place des Abbesses,Pain Pain,88 rue des Martyrs,145,N/A,N/A
Place des Abbesses,Amorino,39 rue des Abbesses,154,N/A,N/A
Place des Abbesses,Marlusse et Lapin,14 rue Germain Pilon,164,N/A,N/A
Place des Abbesses,Al Caratello,5 rue Audran,211,N/A,N/A
Redoute - Les Courtilles,Intermarché EXPRESS Asnières sur Seine,7 Parvis Pierre de Coubertin,55,N/A,N/A
Redoute - Les Courtilles,Cimetière de Bois-Colombes,21 avenue de l'Égalité,188,N/A,N/A
Redoute - Les Courtilles,McDonald's,McDonald's 6 avenue du Docteur Fleming,221,N/A,N/A
Redoute - Les Courtilles,A la Baguette Dorée,8 avenue Lénine,349,N/A,N/A
Redoute - Les Courtilles,Quartier du Luth,44 avenue Lénine,424,N/A,N/A
André Karman - République,Théâtre de la Commune,2 rue Edouard Poisson Bp 157,124,N/A,N/A
André Karman - République,Square Stalingrad,avenue de la République,115,N/A,N/A
André Karman - République,Cinéma le Studio,2 rue Edouard Poisson,124,N/A,N/A
André Karman - République,Le Five,23 rue Sadi Carnot,365,N/A,N/A
André Karman - République,Capitaine Tech,4 rue Marcel Cachin,259,N/A,N/A
Place Lafayette,River Café,146 quai de la Bataille Stalingrad,249,N/A,N/A
Place Lafayette,Ile saint germain,170 quai de Stalingrad,475,N/A,N/A
Place Lafayette,Parc Départemental de l'île Saint-Germain,N/A,488,N/A,N/A
Place Lafayette,Parc omnisports Suzanne Lenglen,Parc Suzanne Lenglen,505,N/A,N/A
Place Lafayette,Brasserie Paris-Seattle,39 quai du Président Roosevelt,518,N/A,N/A
Pyrénées - Emmery,Ciao Gnari Enoteca Italiana,333 rue des Pyrénées,115,N/A,N/A
Pyrénées - Emmery,Le Jourdain,101 rue des Couronnes,209,N/A,N/A
Pyrénées - Emmery,Le 88 Ménilmontant,88 rue de Ménilmontant,330,N/A,N/A
Pyrénées - Emmery,La Maroquinerie,"23 rue Boyer, 20e",387,N/A,N/A
Pyrénées - Emmery,Le Mezze du Chef,80 rue de Ménilmontant,364,N/A,N/A
Gare Saint-Lazare - Place de Budapest,Casino de Paris,16 boulevard de Clichy,227,N/A,N/A
Gare Saint-Lazare - Place de Budapest,Bar Italia Brasserie,22 rue Moncey,267,N/A,N/A
Gare Saint-Lazare - Place de Budapest,Neva Cuisine,2 rue de Berne,362,N/A,N/A
Gare Saint-Lazare - Place de Budapest,Maison Landemaine Clichy,56 rue de Clichy,366,N/A,N/A
Gare Saint-Lazare - Place de Budapest,Théâtre Mogador,"25 rue de Mogador, 75009",393,N/A,N/A
Croix Nivert - Square Saint-Lambert,Good News Coffee Shop,27 bis rue Mademoiselle,80,N/A,N/A
Croix Nivert - Square Saint-Lambert,Gioco,2 rue Mademoiselle,105,N/A,N/A
Croix Nivert - Square Saint-Lambert,Square Saint-Lambert,2 rue Jean Formigé,160,N/A,N/A
Croix Nivert - Square Saint-Lambert,Amorino,90 rue du Commerce,182,N/A,N/A
Croix Nivert - Square Saint-Lambert,Square Place du Commerce,18 place du Commerce,189,N/A,N/A
René Boulanger - Lancry,Elmer,30 rue Notre Dame de Nazareth,131,N/A,N/A
René Boulanger - Lancry,Lavomatic,30 rue René Boulanger,134,N/A,N/A
René Boulanger - Lancry,Mamiche,32 rue de Château d'Eau,223,N/A,N/A
René Boulanger - Lancry,CopperBay,"5 rue Bouchardon, 10e",241,N/A,N/A
René Boulanger - Lancry,Le Ballon Rouge,51 rue Notre Dame de Nazareth,258,N/A,N/A
Billancourt - Général Leclerc ,Dolle Franck,21 avenue du Général Leclerc,182,N/A,N/A
Billancourt - Général Leclerc ,Les Galopins,17 rue Paul Bert,215,N/A,N/A
Billancourt - Général Leclerc ,Home Sweet Home,7 Bis rue Heyrault,198,N/A,N/A
Billancourt - Général Leclerc ,Marché Billancourt,rue Quatre Cheminées,274,N/A,N/A
Billancourt - Général Leclerc ,Gattopardo,41 rue Carnot,243,N/A,N/A
Jourdan - Stade Charléty,Le Fleurus,10 boulevard Jourdan,44,N/A,N/A
Jourdan - Stade Charléty,La Fabrique aux Gourmandises,82 rue de l'Amiral Mouchez,167,N/A,N/A
Jourdan - Stade Charléty,Jin Xin Lou,63 rue de l ́Amiral Mouchez,267,N/A,N/A
Jourdan - Stade Charléty,Stade Charléty,99 boulevard Kellermann,265,N/A,N/A
Jourdan - Stade Charléty,Parc de la Cité Internationale Universitaire,Cité Internationale Universitaire,443,N/A,N/A
Place de la Porte de Passy,Non Solo Cucina,135 rue du Ranelagh,209,N/A,N/A
Place de la Porte de Passy,Musée Marmottan Monet,2 rue Louis Boilly,305,N/A,N/A
Place de la Porte de Passy,Hugo Desnoyer,"28 rue du Docteur Blanche, 16e",348,N/A,N/A
Place de la Porte de Passy,Jardin du Ranelagh,avenue du Ranelagh,382,N/A,N/A
Place de la Porte de Passy,Le Brandevin,29 rue du Docteur Blanche,403,N/A,N/A
Lourmel - Marie Skobtsov,Mazeh,65 rue des Entrepreneurs,135,N/A,N/A
Lourmel - Marie Skobtsov,Square Violet,4 place Violet,187,N/A,N/A
Lourmel - Marie Skobtsov,La Table Libanaise,25 rue Oscar Roty,369,N/A,N/A
Lourmel - Marie Skobtsov,Uniqlo,12 rue Linois,417,N/A,N/A
Lourmel - Marie Skobtsov,Monoprix,19 rue Linois,429,N/A,N/A
Artois - Berri,Azur Cafe,63 rue de Ponthieu,235,N/A,N/A
Artois - Berri,Shabestan,5 rue du Commandant Rivière,236,N/A,N/A
Artois - Berri,Monoprix,107 rue la Boétie,314,N/A,N/A
Artois - Berri,Arcades des Champs-Élysées,76-78 avenue des Champs-Élysées,314,N/A,N/A
Artois - Berri,Starbucks,76-78 avenue des Champs-Élysées,312,N/A,N/A
Place du Maréchal de Lattre de Tassigny,La Girafe,6 place de la République,36,N/A,N/A
Place du Maréchal de Lattre de Tassigny,La Pizzeria,1 rue Kléber,109,N/A,N/A
Place du Maréchal de Lattre de Tassigny,Au Tout Va Mieux,7 rue de la République,47,N/A,N/A
Place du Maréchal de Lattre de Tassigny,Marché de Vanves,16-18 rue Sadi Carnot,179,N/A,N/A
Place du Maréchal de Lattre de Tassigny,Franprix,1 place du Président Kennedy,150,N/A,N/A
M.- A. Lagroua Weill-Hallé -  F. Dolto,Jardins des Grands-Moulins — Abbé-Pierre,15 rue Thomas Mann,174,N/A,N/A
M.- A. Lagroua Weill-Hallé -  F. Dolto,Les Frigos,19 rue des Frigos,317,N/A,N/A
M.- A. Lagroua Weill-Hallé -  F. Dolto,Persillé,66 rue du Chevaleret,402,N/A,N/A
M.- A. Lagroua Weill-Hallé -  F. Dolto,Le Caminito Cabaret,31 rue Cantagrel,440,N/A,N/A
M.- A. Lagroua Weill-Hallé -  F. Dolto,MK2 Bibliothèque,"128-162 avenue de France, 13e",498,N/A,N/A
Gare - Aristide Briand,Chemin des Vignes,113 Bis avenue de Verdun,269,N/A,N/A
Gare - Aristide Briand,Issy Guinguette,"113 bis, avenue de Verdun",284,N/A,N/A
Gare - Aristide Briand,Le Cube,20 cours Saint Vincent,222,N/A,N/A
Gare - Aristide Briand,Le Maryland,267 avenue Jean Jacques Rousseau,186,N/A,N/A
Gare - Aristide Briand,La Passerelle,172 quai de Stalingrad,444,N/A,N/A
Place Saint-Just,Musée d'Art Contemporain du Val-de-Marne,place de la Libération,319,N/A,N/A
Place Saint-Just,Exploradôme,18 avenue Henri Barbusse,397,N/A,N/A
Place Saint-Just,Boutique Orange,3 avenue de l'Abbé Roger Derry,342,N/A,N/A
Place Saint-Just,Le Royal Vitry,159 avenue Paul Vaillant Couturier,462,N/A,N/A
Place Saint-Just,Dental Implant,12 rue de la Glacière,342,N/A,N/A
Saint-Germain - Ciseaux,City-Pharma (City Pharma),26 rue du Four,100,N/A,N/A
Saint-Germain - Ciseaux,Marcello,8-10 rue Mabillon,121,N/A,N/A
Saint-Germain - Ciseaux,Apple Marché Saint-Germain,9 rue Clément,155,N/A,N/A
Saint-Germain - Ciseaux,Café de Flore,"172 boulevard Saint-Germain, 172",153,N/A,N/A
Saint-Germain - Ciseaux,Cook'n Saj,5 rue Bernard Palissy 75006,184,N/A,N/A
Gare de Chaville Rive Gauche,Isabelle COSYNS-TORREScontact,1713 avenue Roger Salengro,285,N/A,N/A
Gare de Chaville Rive Gauche,Boulangerie Thomas Houis,2061 avenue Roger Salengro,331,N/A,N/A
Gare de Chaville Rive Gauche,MJC de la Vallée,25 rue des Fontaines Marivel,334,N/A,N/A
Gare de Chaville Rive Gauche,Cordonnerie de la Pointe de Chaville,2020 avenue Roger Salengro,349,N/A,N/A
Gare de Chaville Rive Gauche,Bodyminute,23 rue des Fontaines Marivel,357,N/A,N/A
Château de Vincennes,La Table des Troys,2 avenue de Paris,93,N/A,N/A
Château de Vincennes,Les Officiers,3 avenue de Nogent,77,N/A,N/A
Château de Vincennes,Tamarin,14 rue Raymond du Temple,131,N/A,N/A
Château de Vincennes,Big Fernand,10 avenue de Paris,149,N/A,N/A
Château de Vincennes,Castle of Vincennes (Château de Vincennes),avenue de Paris,285,N/A,N/A
Roger Salengro - Général de Gaulle,Golf du Parc du Tremblay,33 avenue Jacques Gourevitch,221,N/A,N/A
Roger Salengro - Général de Gaulle,Franprix,29 avenue Roger Salengro,73,N/A,N/A
Roger Salengro - Général de Gaulle,Nissan Rga Concessionnaire,7 avenue du Général de Gaulle,55,N/A,N/A
Roger Salengro - Général de Gaulle,Eté Indien,19 avenue Roger Salengro,99,N/A,N/A
Roger Salengro - Général de Gaulle,Le Maroc,164 avenue du Général de Gaulle,112,N/A,N/A
Gare d'Austerlitz - Quai Saint-Bernard,Galerie de Paléontologie et d'Anatomie Comparée (Galerie de Paléontologie et d'Anatomie comparée),"2 rue Buffon, 5e",181,N/A,N/A
Gare d'Austerlitz - Quai Saint-Bernard,Pause Bobun,3 rue Buffon,173,N/A,N/A
Gare d'Austerlitz - Quai Saint-Bernard,La Démesure sur Seine,69 Port de la Rapée,260,N/A,N/A
