station_name,yelp_business_name,foursquare_business_name,yelp_rating,foursquare_rating,yelp_distance,foursquare_distance
Passy - Place du Costa Rica,La Petite Tour,Marks & Spencer Food Passy,4.4,N/A,92.13288737804474,462
Passy - Place du Costa Rica,La Fontaine de Mars,Le Passy,4.4,N/A,1360.9530702518625,31
Passy - Place du Costa Rica,La Fontaine de Mars,Le Bistrot des Vignes,4.4,N/A,1360.9530702518625,373
Passy - Place du Costa Rica,La Fontaine de Mars,Aire de Jeux des Jardins du Trocadéro,4.4,N/A,1360.9530702518625,389
Passy - Place du Costa Rica,La Fontaine de Mars,Huîtres et Saumons de Passy,4.4,N/A,1360.9530702518625,391
Passy - Place du Costa Rica,La Fontaine de Mars,Marks & Spencer Food Passy,4.4,N/A,1360.9530702518625,462
Passy - Place du Costa Rica,Langousta,Le Passy,4.9,N/A,492.1308351985519,31
Passy - Place du Costa Rica,Langousta,Le Bistrot des Vignes,4.9,N/A,492.1308351985519,373
Passy - Place du Costa Rica,Langousta,Aire de Jeux des Jardins du Trocadéro,4.9,N/A,492.1308351985519,389
Passy - Place du Costa Rica,Langousta,Huîtres et Saumons de Passy,4.9,N/A,492.1308351985519,391
Passy - Place du Costa Rica,Langousta,Marks & Spencer Food Passy,4.9,N/A,492.1308351985519,462
Miromesnil - La Boétie,L'Epicure,Eric Kayser,4.6,N/A,241.4759098505889,5
Miromesnil - La Boétie,L'Epicure,Bar du Bristol,4.6,N/A,241.4759098505889,222
Miromesnil - La Boétie,L'Epicure,Café Antonia,4.6,N/A,241.4759098505889,214
Miromesnil - La Boétie,L'Epicure,Noir,4.6,N/A,241.4759098505889,234
Miromesnil - La Boétie,L'Epicure,J.J,4.6,N/A,241.4759098505889,224
Miromesnil - La Boétie,Le Soufflé,Eric Kayser,4.3,N/A,1118.2628695805881,5
Miromesnil - La Boétie,Le Soufflé,Bar du Bristol,4.3,N/A,1118.2628695805881,222
Miromesnil - La Boétie,Le Soufflé,Café Antonia,4.3,N/A,1118.2628695805881,214
Miromesnil - La Boétie,Le Soufflé,Noir,4.3,N/A,1118.2628695805881,234
Miromesnil - La Boétie,Le Soufflé,J.J,4.3,N/A,1118.2628695805881,224
Miromesnil - La Boétie,Pomze,Eric Kayser,4.3,N/A,171.58534392717607,5
Miromesnil - La Boétie,Pomze,Bar du Bristol,4.3,N/A,171.58534392717607,222
Miromesnil - La Boétie,Pomze,Café Antonia,4.3,N/A,171.58534392717607,214
Miromesnil - La Boétie,Pomze,Noir,4.3,N/A,171.58534392717607,234
Miromesnil - La Boétie,Pomze,J.J,4.3,N/A,171.58534392717607,224
Miromesnil - La Boétie,A la Châtaigne,Eric Kayser,4.5,N/A,95.35036205597157,5
Miromesnil - La Boétie,A la Châtaigne,Bar du Bristol,4.5,N/A,95.35036205597157,222
Miromesnil - La Boétie,A la Châtaigne,Café Antonia,4.5,N/A,95.35036205597157,214
Miromesnil - La Boétie,A la Châtaigne,Noir,4.5,N/A,95.35036205597157,234
Miromesnil - La Boétie,A la Châtaigne,J.J,4.5,N/A,95.35036205597157,224
Miromesnil - La Boétie,Le 114 Faubourg,Eric Kayser,4.6,N/A,237.7797416161374,5
Miromesnil - La Boétie,Le 114 Faubourg,Bar du Bristol,4.6,N/A,237.7797416161374,222
Miromesnil - La Boétie,Le 114 Faubourg,Café Antonia,4.6,N/A,237.7797416161374,214
Miromesnil - La Boétie,Le 114 Faubourg,Noir,4.6,N/A,237.7797416161374,234
Miromesnil - La Boétie,Le 114 Faubourg,J.J,4.6,N/A,237.7797416161374,224
Place Etienne Pernet,Le Volant Basque,Amorino,4.6,N/A,834.5150651200006,197
Place Etienne Pernet,Le Volant Basque,Gioco,4.6,N/A,834.5150651200006,167
Place Etienne Pernet,Le Volant Basque,La Table Libanaise,4.6,N/A,834.5150651200006,252
Place Etienne Pernet,Le Volant Basque,Square Violet,4.6,N/A,834.5150651200006,269
Place Etienne Pernet,Le Volant Basque,Square Place du Commerce,4.6,N/A,834.5150651200006,264
Place Etienne Pernet,Neige d'Eté,Amorino,4.9,N/A,586.4906842224325,197
Place Etienne Pernet,Neige d'Eté,Gioco,4.9,N/A,586.4906842224325,167
Place Etienne Pernet,Neige d'Eté,La Table Libanaise,4.9,N/A,586.4906842224325,252
Place Etienne Pernet,Neige d'Eté,Square Violet,4.9,N/A,586.4906842224325,269
Place Etienne Pernet,Neige d'Eté,Square Place du Commerce,4.9,N/A,586.4906842224325,264
Place Etienne Pernet,Restaurant de la Tour,Amorino,4.8,N/A,1345.844233736064,197
Place Etienne Pernet,Restaurant de la Tour,Gioco,4.8,N/A,1345.844233736064,167
Place Etienne Pernet,Restaurant de la Tour,La Table Libanaise,4.8,N/A,1345.844233736064,252
Place Etienne Pernet,Restaurant de la Tour,Square Violet,4.8,N/A,1345.844233736064,269
Place Etienne Pernet,Restaurant de la Tour,Square Place du Commerce,4.8,N/A,1345.844233736064,264
Place Etienne Pernet,La Table Libanaise,Amorino,4.2,N/A,282.51390418491326,197
Place Etienne Pernet,La Table Libanaise,Gioco,4.2,N/A,282.51390418491326,167
Place Etienne Pernet,La Table Libanaise,La Table Libanaise,4.2,N/A,282.51390418491326,252
Place Etienne Pernet,La Table Libanaise,Square Violet,4.2,N/A,282.51390418491326,269
Place Etienne Pernet,La Table Libanaise,Square Place du Commerce,4.2,N/A,282.51390418491326,264
Place Etienne Pernet,Chez Papa,Amorino,3.3,N/A,211.80830418393626,197
Place Etienne Pernet,Chez Papa,Gioco,3.3,N/A,211.80830418393626,167
Place Etienne Pernet,Chez Papa,La Table Libanaise,3.3,N/A,211.80830418393626,252
Place Etienne Pernet,Chez Papa,Square Violet,3.3,N/A,211.80830418393626,269
Place Etienne Pernet,Chez Papa,Square Place du Commerce,3.3,N/A,211.80830418393626,264
Bons Raisins - Voltaire,Michiko,Forêt Domaniale de la Malmaison,4.5,N/A,188.61249446074055,175
Bons Raisins - Voltaire,Michiko,Clubs Municipaux,4.5,N/A,188.61249446074055,133
Bons Raisins - Voltaire,Michiko,Peltier Marie-Dominique,4.5,N/A,188.61249446074055,165
Bons Raisins - Voltaire,Michiko,Marché des Godardes,4.5,N/A,188.61249446074055,368
Bons Raisins - Voltaire,Michiko,Croix Rouge Francaise Relais Assistantes Maternelles,4.5,N/A,188.61249446074055,240
Bons Raisins - Voltaire,Le Fruit Défendu,Forêt Domaniale de la Malmaison,4.0,N/A,1253.3677838871408,175
Bons Raisins - Voltaire,Le Fruit Défendu,Clubs Municipaux,4.0,N/A,1253.3677838871408,133
Bons Raisins - Voltaire,Le Fruit Défendu,Peltier Marie-Dominique,4.0,N/A,1253.3677838871408,165
Bons Raisins - Voltaire,Le Fruit Défendu,Marché des Godardes,4.0,N/A,1253.3677838871408,368
Bons Raisins - Voltaire,Le Fruit Défendu,Croix Rouge Francaise Relais Assistantes Maternelles,4.0,N/A,1253.3677838871408,240
Bons Raisins - Voltaire,Les Écuries de Richelieu,Forêt Domaniale de la Malmaison,4.2,N/A,1089.7223164111101,175
Bons Raisins - Voltaire,Les Écuries de Richelieu,Clubs Municipaux,4.2,N/A,1089.7223164111101,133
Bons Raisins - Voltaire,Les Écuries de Richelieu,Peltier Marie-Dominique,4.2,N/A,1089.7223164111101,165
Bons Raisins - Voltaire,Les Écuries de Richelieu,Marché des Godardes,4.2,N/A,1089.7223164111101,368
Bons Raisins - Voltaire,Les Écuries de Richelieu,Croix Rouge Francaise Relais Assistantes Maternelles,4.2,N/A,1089.7223164111101,240
Bons Raisins - Voltaire,La Terrasse,Forêt Domaniale de la Malmaison,3.9,N/A,913.7685708637895,175
Bons Raisins - Voltaire,La Terrasse,Clubs Municipaux,3.9,N/A,913.7685708637895,133
Bons Raisins - Voltaire,La Terrasse,Peltier Marie-Dominique,3.9,N/A,913.7685708637895,165
Bons Raisins - Voltaire,La Terrasse,Marché des Godardes,3.9,N/A,913.7685708637895,368
Bons Raisins - Voltaire,La Terrasse,Croix Rouge Francaise Relais Assistantes Maternelles,3.9,N/A,913.7685708637895,240
Bons Raisins - Voltaire,Rueil Impérial,Forêt Domaniale de la Malmaison,3.9,N/A,312.7121155532764,175
Bons Raisins - Voltaire,Rueil Impérial,Clubs Municipaux,3.9,N/A,312.7121155532764,133
Bons Raisins - Voltaire,Rueil Impérial,Peltier Marie-Dominique,3.9,N/A,312.7121155532764,165
Bons Raisins - Voltaire,Rueil Impérial,Marché des Godardes,3.9,N/A,312.7121155532764,368
Bons Raisins - Voltaire,Rueil Impérial,Croix Rouge Francaise Relais Assistantes Maternelles,3.9,N/A,312.7121155532764,240
Saint-Augustin,L'Epicure,Noir,4.6,N/A,625.7310215984568,164
Saint-Augustin,L'Epicure,Le Petit Ballon,4.6,N/A,625.7310215984568,173
Saint-Augustin,L'Epicure,Théâtre Tristan Bernard,4.6,N/A,625.7310215984568,291
Saint-Augustin,L'Epicure,Mandoobar,4.6,N/A,625.7310215984568,377
Saint-Augustin,L'Epicure,Eric Kayser,4.6,N/A,625.7310215984568,400
Saint-Augustin,Le Soufflé,Noir,4.3,N/A,1181.2287591814597,164
Saint-Augustin,Le Soufflé,Le Petit Ballon,4.3,N/A,1181.2287591814597,173
Saint-Augustin,Le Soufflé,Théâtre Tristan Bernard,4.3,N/A,1181.2287591814597,291
Saint-Augustin,Le Soufflé,Mandoobar,4.3,N/A,1181.2287591814597,377
Saint-Augustin,Le Soufflé,Eric Kayser,4.3,N/A,1181.2287591814597,400
Saint-Augustin,Pomze,Noir,4.3,N/A,284.1422206669103,164
Saint-Augustin,Pomze,Le Petit Ballon,4.3,N/A,284.1422206669103,173
Saint-Augustin,Pomze,Théâtre Tristan Bernard,4.3,N/A,284.1422206669103,291
Saint-Augustin,Pomze,Mandoobar,4.3,N/A,284.1422206669103,377
Saint-Augustin,Pomze,Eric Kayser,4.3,N/A,284.1422206669103,400
Saint-Augustin,Pink Mamma,Noir,4.0,N/A,1250.5559700240308,164
Saint-Augustin,Pink Mamma,Le Petit Ballon,4.0,N/A,1250.5559700240308,173
Saint-Augustin,Pink Mamma,Théâtre Tristan Bernard,4.0,N/A,1250.5559700240308,291
Saint-Augustin,Pink Mamma,Mandoobar,4.0,N/A,1250.5559700240308,377
Saint-Augustin,Pink Mamma,Eric Kayser,4.0,N/A,1250.5559700240308,400
Saint-Augustin,Lazare,Noir,3.8,N/A,404.6713517340476,164
Saint-Augustin,Lazare,Le Petit Ballon,3.8,N/A,404.6713517340476,173
Saint-Augustin,Lazare,Théâtre Tristan Bernard,3.8,N/A,404.6713517340476,291
Saint-Augustin,Lazare,Mandoobar,3.8,N/A,404.6713517340476,377
Saint-Augustin,Lazare,Eric Kayser,3.8,N/A,404.6713517340476,400
Lecourbe - Jean Maridor,Le Volant Basque,Bistro Mon Rêve,4.6,N/A,1354.6610582843725,287
Lecourbe - Jean Maridor,Le Volant Basque,Le Beurre Noisette,4.6,N/A,1354.6610582843725,330
Lecourbe - Jean Maridor,Le Volant Basque,Afaria,4.6,N/A,1354.6610582843725,356
Lecourbe - Jean Maridor,Le Volant Basque,La Table Libanaise,4.6,N/A,1354.6610582843725,435
Lecourbe - Jean Maridor,Le Volant Basque,L'Os à moelle,4.6,N/A,1354.6610582843725,437
Lecourbe - Jean Maridor,Neige d'Eté,Bistro Mon Rêve,4.9,N/A,1155.8615904790975,287
Lecourbe - Jean Maridor,Neige d'Eté,Le Beurre Noisette,4.9,N/A,1155.8615904790975,330
Lecourbe - Jean Maridor,Neige d'Eté,Afaria,4.9,N/A,1155.8615904790975,356
Lecourbe - Jean Maridor,Neige d'Eté,La Table Libanaise,4.9,N/A,1155.8615904790975,435
Lecourbe - Jean Maridor,Neige d'Eté,L'Os à moelle,4.9,N/A,1155.8615904790975,437
Lecourbe - Jean Maridor,Sagarmatha,Bistro Mon Rêve,4.1,N/A,299.8180997947253,287
Lecourbe - Jean Maridor,Sagarmatha,Le Beurre Noisette,4.1,N/A,299.8180997947253,330
Lecourbe - Jean Maridor,Sagarmatha,Afaria,4.1,N/A,299.8180997947253,356
Lecourbe - Jean Maridor,Sagarmatha,La Table Libanaise,4.1,N/A,299.8180997947253,435
Lecourbe - Jean Maridor,Sagarmatha,L'Os à moelle,4.1,N/A,299.8180997947253,437
Lecourbe - Jean Maridor,Axuria,Bistro Mon Rêve,4.1,N/A,317.4026950367465,287
Lecourbe - Jean Maridor,Axuria,Le Beurre Noisette,4.1,N/A,317.4026950367465,330
Lecourbe - Jean Maridor,Axuria,Afaria,4.1,N/A,317.4026950367465,356
Lecourbe - Jean Maridor,Axuria,La Table Libanaise,4.1,N/A,317.4026950367465,435
Lecourbe - Jean Maridor,Axuria,L'Os à moelle,4.1,N/A,317.4026950367465,437
Lecourbe - Jean Maridor,Afaria,Bistro Mon Rêve,3.9,N/A,359.9472459880853,287
Lecourbe - Jean Maridor,Afaria,Le Beurre Noisette,3.9,N/A,359.9472459880853,330
Lecourbe - Jean Maridor,Afaria,Afaria,3.9,N/A,359.9472459880853,356
Lecourbe - Jean Maridor,Afaria,La Table Libanaise,3.9,N/A,359.9472459880853,435
Lecourbe - Jean Maridor,Afaria,L'Os à moelle,3.9,N/A,359.9472459880853,437
Colonel Monteil - Brune,Bistrotters,Chez Kimly,4.6,N/A,838.3137480116868,553
Colonel Monteil - Brune,Bistrotters,Bistrotters,4.6,N/A,838.3137480116868,817
Colonel Monteil - Brune,Bistrotters,La Régalade,4.6,N/A,838.3137480116868,819
Colonel Monteil - Brune,Bistrotters,Parc Georges Brassens,4.6,N/A,838.3137480116868,833
Colonel Monteil - Brune,Bistrotters,Le Caroubier,4.6,N/A,838.3137480116868,814
Colonel Monteil - Brune,Le Jeroboam,Chez Kimly,4.7,N/A,626.4413688657655,553
Colonel Monteil - Brune,Le Jeroboam,Bistrotters,4.7,N/A,626.4413688657655,817
Colonel Monteil - Brune,Le Jeroboam,La Régalade,4.7,N/A,626.4413688657655,819
Colonel Monteil - Brune,Le Jeroboam,Parc Georges Brassens,4.7,N/A,626.4413688657655,833
Colonel Monteil - Brune,Le Jeroboam,Le Caroubier,4.7,N/A,626.4413688657655,814
Colonel Monteil - Brune,Chez Félicie,Chez Kimly,3.9,N/A,1304.833065156172,553
Colonel Monteil - Brune,Chez Félicie,Bistrotters,3.9,N/A,1304.833065156172,817
Colonel Monteil - Brune,Chez Félicie,La Régalade,3.9,N/A,1304.833065156172,819
Colonel Monteil - Brune,Chez Félicie,Parc Georges Brassens,3.9,N/A,1304.833065156172,833
Colonel Monteil - Brune,Chez Félicie,Le Caroubier,3.9,N/A,1304.833065156172,814
Colonel Monteil - Brune,Bustronome,Chez Kimly,4.5,N/A,5263.156511910692,553
Colonel Monteil - Brune,Bustronome,Bistrotters,4.5,N/A,5263.156511910692,817
Colonel Monteil - Brune,Bustronome,La Régalade,4.5,N/A,5263.156511910692,819
Colonel Monteil - Brune,Bustronome,Parc Georges Brassens,4.5,N/A,5263.156511910692,833
Colonel Monteil - Brune,Bustronome,Le Caroubier,4.5,N/A,5263.156511910692,814
Colonel Monteil - Brune,Les Artistes,Chez Kimly,3.8,N/A,718.977686847798,553
Colonel Monteil - Brune,Les Artistes,Bistrotters,3.8,N/A,718.977686847798,817
Colonel Monteil - Brune,Les Artistes,La Régalade,3.8,N/A,718.977686847798,819
Colonel Monteil - Brune,Les Artistes,Parc Georges Brassens,3.8,N/A,718.977686847798,833
Colonel Monteil - Brune,Les Artistes,Le Caroubier,3.8,N/A,718.977686847798,814
République - Auguste Perret,Show Devant,Parc Départemental des Hautes-Bruyères,4.2,N/A,1377.1688127565326,235
République - Auguste Perret,Show Devant,Apcis,4.2,N/A,1377.1688127565326,192
République - Auguste Perret,Show Devant,Mas les Hautes Bruyères,4.2,N/A,1377.1688127565326,355
République - Auguste Perret,Show Devant,Stade Nautique Youri Gagarine,4.2,N/A,1377.1688127565326,612
République - Auguste Perret,Show Devant,Pro Decor,4.2,N/A,1377.1688127565326,751
République - Auguste Perret,Maihak,Parc Départemental des Hautes-Bruyères,4.3,N/A,1144.9149114222998,235
République - Auguste Perret,Maihak,Apcis,4.3,N/A,1144.9149114222998,192
République - Auguste Perret,Maihak,Mas les Hautes Bruyères,4.3,N/A,1144.9149114222998,355
République - Auguste Perret,Maihak,Stade Nautique Youri Gagarine,4.3,N/A,1144.9149114222998,612
République - Auguste Perret,Maihak,Pro Decor,4.3,N/A,1144.9149114222998,751
République - Auguste Perret,Le Médaillon,Parc Départemental des Hautes-Bruyères,5.0,N/A,383.1485303325663,235
République - Auguste Perret,Le Médaillon,Apcis,5.0,N/A,383.1485303325663,192
République - Auguste Perret,Le Médaillon,Mas les Hautes Bruyères,5.0,N/A,383.1485303325663,355
République - Auguste Perret,Le Médaillon,Stade Nautique Youri Gagarine,5.0,N/A,383.1485303325663,612
République - Auguste Perret,Le Médaillon,Pro Decor,5.0,N/A,383.1485303325663,751
République - Auguste Perret,Augusta Pizza,Parc Départemental des Hautes-Bruyères,5.0,N/A,690.9608563693645,235
République - Auguste Perret,Augusta Pizza,Apcis,5.0,N/A,690.9608563693645,192
République - Auguste Perret,Augusta Pizza,Mas les Hautes Bruyères,5.0,N/A,690.9608563693645,355
République - Auguste Perret,Augusta Pizza,Stade Nautique Youri Gagarine,5.0,N/A,690.9608563693645,612
République - Auguste Perret,Augusta Pizza,Pro Decor,5.0,N/A,690.9608563693645,751
République - Auguste Perret,Rêves de Pains,Parc Départemental des Hautes-Bruyères,3.8,N/A,1504.2807338672305,235
République - Auguste Perret,Rêves de Pains,Apcis,3.8,N/A,1504.2807338672305,192
République - Auguste Perret,Rêves de Pains,Mas les Hautes Bruyères,3.8,N/A,1504.2807338672305,355
République - Auguste Perret,Rêves de Pains,Stade Nautique Youri Gagarine,3.8,N/A,1504.2807338672305,612
République - Auguste Perret,Rêves de Pains,Pro Decor,3.8,N/A,1504.2807338672305,751
Marcel Pourtout - Édouard Manet ,Le Fruit Défendu,Piscine Municipale des Closeaux,4.0,N/A,1008.0455960206255,204
Marcel Pourtout - Édouard Manet ,Le Fruit Défendu,Agfa Gevaert S.A.,4.0,N/A,1008.0455960206255,133
Marcel Pourtout - Édouard Manet ,Le Fruit Défendu,Auchan Supermarché Rueil-Malmaison,4.0,N/A,1008.0455960206255,299
Marcel Pourtout - Édouard Manet ,Le Fruit Défendu,Créa Cucine,4.0,N/A,1008.0455960206255,176
Marcel Pourtout - Édouard Manet ,Le Fruit Défendu,Château de Malmaison,4.0,N/A,1008.0455960206255,539
Marcel Pourtout - Édouard Manet ,Les Écuries de Richelieu,Piscine Municipale des Closeaux,4.2,N/A,1311.2184904214755,204
Marcel Pourtout - Édouard Manet ,Les Écuries de Richelieu,Agfa Gevaert S.A.,4.2,N/A,1311.2184904214755,133
Marcel Pourtout - Édouard Manet ,Les Écuries de Richelieu,Auchan Supermarché Rueil-Malmaison,4.2,N/A,1311.2184904214755,299
Marcel Pourtout - Édouard Manet ,Les Écuries de Richelieu,Créa Cucine,4.2,N/A,1311.2184904214755,176
Marcel Pourtout - Édouard Manet ,Les Écuries de Richelieu,Château de Malmaison,4.2,N/A,1311.2184904214755,539
Marcel Pourtout - Édouard Manet ,La Terrasse,Piscine Municipale des Closeaux,3.9,N/A,1369.4000908926384,204
Marcel Pourtout - Édouard Manet ,La Terrasse,Agfa Gevaert S.A.,3.9,N/A,1369.4000908926384,133
Marcel Pourtout - Édouard Manet ,La Terrasse,Auchan Supermarché Rueil-Malmaison,3.9,N/A,1369.4000908926384,299
Marcel Pourtout - Édouard Manet ,La Terrasse,Créa Cucine,3.9,N/A,1369.4000908926384,176
Marcel Pourtout - Édouard Manet ,La Terrasse,Château de Malmaison,3.9,N/A,1369.4000908926384,539
Marcel Pourtout - Édouard Manet ,Le Patte Noire,Piscine Municipale des Closeaux,4.8,N/A,1325.533714455772,204
Marcel Pourtout - Édouard Manet ,Le Patte Noire,Agfa Gevaert S.A.,4.8,N/A,1325.533714455772,133
Marcel Pourtout - Édouard Manet ,Le Patte Noire,Auchan Supermarché Rueil-Malmaison,4.8,N/A,1325.533714455772,299
Marcel Pourtout - Édouard Manet ,Le Patte Noire,Créa Cucine,4.8,N/A,1325.533714455772,176
Marcel Pourtout - Édouard Manet ,Le Patte Noire,Château de Malmaison,4.8,N/A,1325.533714455772,539
Marcel Pourtout - Édouard Manet ,Café Leffe,Piscine Municipale des Closeaux,3.3,N/A,1102.6269877100835,204
Marcel Pourtout - Édouard Manet ,Café Leffe,Agfa Gevaert S.A.,3.3,N/A,1102.6269877100835,133
Marcel Pourtout - Édouard Manet ,Café Leffe,Auchan Supermarché Rueil-Malmaison,3.3,N/A,1102.6269877100835,299
Marcel Pourtout - Édouard Manet ,Café Leffe,Créa Cucine,3.3,N/A,1102.6269877100835,176
Marcel Pourtout - Édouard Manet ,Café Leffe,Château de Malmaison,3.3,N/A,1102.6269877100835,539
Port Royal - Hôpital Cochin,L'Avant Comptoir,Académie de la Bière,4.4,N/A,1500.1085512077702,136
Port Royal - Hôpital Cochin,L'Avant Comptoir,Cantinella,4.4,N/A,1500.1085512077702,246
Port Royal - Hôpital Cochin,L'Avant Comptoir,La Closerie des Lilas,4.4,N/A,1500.1085512077702,380
Port Royal - Hôpital Cochin,L'Avant Comptoir,Fontaine de l'Observatoire,4.4,N/A,1500.1085512077702,395
Port Royal - Hôpital Cochin,L'Avant Comptoir,Jardin des Grands Explorateurs Marco Polo et Cavelier-de-la-Salle,4.4,N/A,1500.1085512077702,445
Port Royal - Hôpital Cochin,Les Papilles,Académie de la Bière,4.5,N/A,665.3742512306575,136
Port Royal - Hôpital Cochin,Les Papilles,Cantinella,4.5,N/A,665.3742512306575,246
Port Royal - Hôpital Cochin,Les Papilles,La Closerie des Lilas,4.5,N/A,665.3742512306575,380
Port Royal - Hôpital Cochin,Les Papilles,Fontaine de l'Observatoire,4.5,N/A,665.3742512306575,395
Port Royal - Hôpital Cochin,Les Papilles,Jardin des Grands Explorateurs Marco Polo et Cavelier-de-la-Salle,4.5,N/A,665.3742512306575,445
Port Royal - Hôpital Cochin,La Closerie des Lilas,Académie de la Bière,4.0,N/A,327.0524872284479,136
Port Royal - Hôpital Cochin,La Closerie des Lilas,Cantinella,4.0,N/A,327.0524872284479,246
Port Royal - Hôpital Cochin,La Closerie des Lilas,La Closerie des Lilas,4.0,N/A,327.0524872284479,380
Port Royal - Hôpital Cochin,La Closerie des Lilas,Fontaine de l'Observatoire,4.0,N/A,327.0524872284479,395
Port Royal - Hôpital Cochin,La Closerie des Lilas,Jardin des Grands Explorateurs Marco Polo et Cavelier-de-la-Salle,4.0,N/A,327.0524872284479,445
Port Royal - Hôpital Cochin,Le Bistrot des Campagnes,Académie de la Bière,4.6,N/A,782.3385361023307,136
Port Royal - Hôpital Cochin,Le Bistrot des Campagnes,Cantinella,4.6,N/A,782.3385361023307,246
Port Royal - Hôpital Cochin,Le Bistrot des Campagnes,La Closerie des Lilas,4.6,N/A,782.3385361023307,380
Port Royal - Hôpital Cochin,Le Bistrot des Campagnes,Fontaine de l'Observatoire,4.6,N/A,782.3385361023307,395
Port Royal - Hôpital Cochin,Le Bistrot des Campagnes,Jardin des Grands Explorateurs Marco Polo et Cavelier-de-la-Salle,4.6,N/A,782.3385361023307,445
Port Royal - Hôpital Cochin,Académie de la Bière,Académie de la Bière,3.7,N/A,136.21813254410202,136
Port Royal - Hôpital Cochin,Académie de la Bière,Cantinella,3.7,N/A,136.21813254410202,246
Port Royal - Hôpital Cochin,Académie de la Bière,La Closerie des Lilas,3.7,N/A,136.21813254410202,380
Port Royal - Hôpital Cochin,Académie de la Bière,Fontaine de l'Observatoire,3.7,N/A,136.21813254410202,395
Port Royal - Hôpital Cochin,Académie de la Bière,Jardin des Grands Explorateurs Marco Polo et Cavelier-de-la-Salle,3.7,N/A,136.21813254410202,445
Adolphe Pinard - Victor Hugo,Bistrotters,Chez Kimly,4.6,N/A,1166.2229490148388,817
Adolphe Pinard - Victor Hugo,Bistrotters,Spiga d'Oro 2,4.6,N/A,1166.2229490148388,790
Adolphe Pinard - Victor Hugo,Bistrotters,Le Rouge Gorge,4.6,N/A,1166.2229490148388,854
Adolphe Pinard - Victor Hugo,Bistrotters,La Régalade,4.6,N/A,1166.2229490148388,923
Adolphe Pinard - Victor Hugo,Bistrotters,Le Caroubier,4.6,N/A,1166.2229490148388,889
Adolphe Pinard - Victor Hugo,Le Timbre Poste,Chez Kimly,3.7,N/A,258.5898569103933,817
Adolphe Pinard - Victor Hugo,Le Timbre Poste,Spiga d'Oro 2,3.7,N/A,258.5898569103933,790
Adolphe Pinard - Victor Hugo,Le Timbre Poste,Le Rouge Gorge,3.7,N/A,258.5898569103933,854
Adolphe Pinard - Victor Hugo,Le Timbre Poste,La Régalade,3.7,N/A,258.5898569103933,923
Adolphe Pinard - Victor Hugo,Le Timbre Poste,Le Caroubier,3.7,N/A,258.5898569103933,889
Adolphe Pinard - Victor Hugo,Le Jeroboam,Chez Kimly,4.7,N/A,898.3897861178946,817
Adolphe Pinard - Victor Hugo,Le Jeroboam,Spiga d'Oro 2,4.7,N/A,898.3897861178946,790
Adolphe Pinard - Victor Hugo,Le Jeroboam,Le Rouge Gorge,4.7,N/A,898.3897861178946,854
Adolphe Pinard - Victor Hugo,Le Jeroboam,La Régalade,4.7,N/A,898.3897861178946,923
Adolphe Pinard - Victor Hugo,Le Jeroboam,Le Caroubier,4.7,N/A,898.3897861178946,889
Adolphe Pinard - Victor Hugo,Chez Félicie,Chez Kimly,3.9,N/A,1572.8390918685027,817
Adolphe Pinard - Victor Hugo,Chez Félicie,Spiga d'Oro 2,3.9,N/A,1572.8390918685027,790
Adolphe Pinard - Victor Hugo,Chez Félicie,Le Rouge Gorge,3.9,N/A,1572.8390918685027,854
Adolphe Pinard - Victor Hugo,Chez Félicie,La Régalade,3.9,N/A,1572.8390918685027,923
Adolphe Pinard - Victor Hugo,Chez Félicie,Le Caroubier,3.9,N/A,1572.8390918685027,889
Adolphe Pinard - Victor Hugo,Bustronome,Chez Kimly,4.5,N/A,5549.2238502358705,817
Adolphe Pinard - Victor Hugo,Bustronome,Spiga d'Oro 2,4.5,N/A,5549.2238502358705,790
Adolphe Pinard - Victor Hugo,Bustronome,Le Rouge Gorge,4.5,N/A,5549.2238502358705,854
Adolphe Pinard - Victor Hugo,Bustronome,La Régalade,4.5,N/A,5549.2238502358705,923
Adolphe Pinard - Victor Hugo,Bustronome,Le Caroubier,4.5,N/A,5549.2238502358705,889
Claude Decaen - Cannebière,Les Zygomates,Zic Zinc,4.3,N/A,209.32269668342985,154
Claude Decaen - Cannebière,Les Zygomates,Atout Livre,4.3,N/A,209.32269668342985,165
Claude Decaen - Cannebière,Les Zygomates,Boulangerie Daumesnil,4.3,N/A,209.32269668342985,171
Claude Decaen - Cannebière,Les Zygomates,Le Mai Vietnam,4.3,N/A,209.32269668342985,258
Claude Decaen - Cannebière,Les Zygomates,Bar & Beer,4.3,N/A,209.32269668342985,416
Claude Decaen - Cannebière,East Mamma,Zic Zinc,4.2,N/A,2065.4410345760457,154
Claude Decaen - Cannebière,East Mamma,Atout Livre,4.2,N/A,2065.4410345760457,165
Claude Decaen - Cannebière,East Mamma,Boulangerie Daumesnil,4.2,N/A,2065.4410345760457,171
Claude Decaen - Cannebière,East Mamma,Le Mai Vietnam,4.2,N/A,2065.4410345760457,258
Claude Decaen - Cannebière,East Mamma,Bar & Beer,4.2,N/A,2065.4410345760457,416
Claude Decaen - Cannebière,Au Trou Gascon,Zic Zinc,3.9,N/A,269.55594174533724,154
Claude Decaen - Cannebière,Au Trou Gascon,Atout Livre,3.9,N/A,269.55594174533724,165
Claude Decaen - Cannebière,Au Trou Gascon,Boulangerie Daumesnil,3.9,N/A,269.55594174533724,171
